Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Israel,2007,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2009,3330,"26,27"
Israel,2007,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2009,3083,"26,27"
Israel,2007,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2009,2849,"26,27"
Israel,2007,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2009,3041,"26,27"
Israel,2007,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2009,3007,"26,27"
Israel,2007,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2009,2985,"26,27"
Israel,2007,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2009,3089,"26,27"
Israel,2007,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2009,3155,"26,27"
Israel,2007,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2009,3447,"26,27"
Israel,2006,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2008,38776,"26,27"
Israel,2006,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2008,3626,"26,27"
Israel,2006,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2008,3336,"26,27"
Israel,2006,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2008,3525,"26,27"
Israel,2006,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2008,3077,"26,27"
Israel,2006,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2008,3010,"26,27"
Israel,2006,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2008,2950,"26,27"
Israel,2006,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2008,3063,"26,27"
Israel,2006,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2008,3150,"26,27"
Israel,2006,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2008,2916,"26,27"
Israel,2006,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2008,3032,"26,27"
Israel,2006,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2008,3243,"26,27"
Israel,2006,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2008,3848,"26,27"
Israel,2005,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2008,39047,26
Israel,2005,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2008,4538,26
Israel,2005,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2008,3701,26
Israel,2005,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2008,3473,26
Israel,2005,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2008,3212,26
Israel,2005,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2008,3054,26
Israel,2005,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2008,2878,26
Israel,2005,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2008,2906,26
Israel,2005,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2008,3007,26
Israel,2005,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2008,2871,26
Israel,2005,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2008,3041,26
Israel,2005,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2008,3197,26
Israel,2005,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2008,3169,26
Israel,2004,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2007,37938,"26,27"
Israel,2004,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2007,3776,"26,27"
Israel,2004,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2007,3312,"26,27"
Israel,2004,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2007,3437,"26,27"
Israel,2004,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2007,3031,"26,27"
Israel,2004,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2007,2974,"26,27"
Israel,2004,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2007,2828,"26,27"
Israel,2004,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2007,2907,"26,27"
Israel,2004,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2007,2890,"26,27"
Israel,2004,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2007,2894,"26,27"
Israel,2004,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2007,3046,"26,27"
Israel,2004,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2007,2994,"26,27"
Israel,2004,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2007,3849,"26,27"
Israel,2003,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2006,38499,26
Israel,2003,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2006,3528,26
Israel,2003,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2006,3261,26
Israel,2003,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2006,3644,26
Israel,2003,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2006,3118,26
Israel,2003,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2006,3137,26
Israel,2003,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2006,2907,26
Israel,2003,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2006,2960,26
Israel,2003,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2006,2940,26
Israel,2003,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2006,2939,26
Israel,2003,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2006,3045,26
Israel,2003,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2006,3272,26
Israel,2003,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2006,3748,26
Israel,2002,Total,Total,Data tabulated by year of occurrence,Provisional figure,2005,38376,26
Israel,2002,Total,January,Data tabulated by year of occurrence,Provisional figure,2005,4039,
Israel,2002,Total,February,Data tabulated by year of occurrence,Provisional figure,2005,3681,
Israel,2002,Total,March,Data tabulated by year of occurrence,Provisional figure,2005,3433,
Israel,2002,Total,April,Data tabulated by year of occurrence,Provisional figure,2005,3072,
Israel,2002,Total,May,Data tabulated by year of occurrence,Provisional figure,2005,3058,
Israel,2002,Total,June,Data tabulated by year of occurrence,Provisional figure,2005,2917,
Israel,2002,Total,July,Data tabulated by year of occurrence,Provisional figure,2005,2897,
Israel,2002,Total,August,Data tabulated by year of occurrence,Provisional figure,2005,3034,
Israel,2002,Total,September,Data tabulated by year of occurrence,Provisional figure,2005,2893,
Israel,2002,Total,October,Data tabulated by year of occurrence,Provisional figure,2005,2964,
Israel,2002,Total,November,Data tabulated by year of occurrence,Provisional figure,2005,3090,
Israel,2002,Total,December,Data tabulated by year of occurrence,Provisional figure,2005,3298,
Israel,2001,Total,Total,Data tabulated by year of occurrence,Provisional figure,2004,37184,26
Israel,2001,Total,January,Data tabulated by year of occurrence,Provisional figure,2004,3439,26
Israel,2001,Total,February,Data tabulated by year of occurrence,Provisional figure,2004,3277,26
Israel,2001,Total,March,Data tabulated by year of occurrence,Provisional figure,2004,3394,26
Israel,2001,Total,April,Data tabulated by year of occurrence,Provisional figure,2004,3051,26
Israel,2001,Total,May,Data tabulated by year of occurrence,Provisional figure,2004,2982,26
Israel,2001,Total,June,Data tabulated by year of occurrence,Provisional figure,2004,2685,26
Israel,2001,Total,July,Data tabulated by year of occurrence,Provisional figure,2004,2840,26
Israel,2001,Total,August,Data tabulated by year of occurrence,Provisional figure,2004,2999,26
Israel,2001,Total,September,Data tabulated by year of occurrence,Provisional figure,2004,2817,26
Israel,2001,Total,October,Data tabulated by year of occurrence,Provisional figure,2004,3125,26
Israel,2001,Total,November,Data tabulated by year of occurrence,Provisional figure,2004,3109,26
Israel,2001,Total,December,Data tabulated by year of occurrence,Provisional figure,2004,3466,26
Israel,2000,Total,Total,Data tabulated by year of occurrence,Provisional figure,2003,37688,26
Israel,2000,Total,January,Data tabulated by year of occurrence,Provisional figure,2003,4320,26
Israel,2000,Total,February,Data tabulated by year of occurrence,Provisional figure,2003,3505,26
Israel,2000,Total,March,Data tabulated by year of occurrence,Provisional figure,2003,3361,26
Israel,2000,Total,April,Data tabulated by year of occurrence,Provisional figure,2003,2972,26
Israel,2000,Total,May,Data tabulated by year of occurrence,Provisional figure,2003,2851,26
Israel,2000,Total,June,Data tabulated by year of occurrence,Provisional figure,2003,2746,26
Israel,2000,Total,July,Data tabulated by year of occurrence,Provisional figure,2003,2866,26
Israel,2000,Total,August,Data tabulated by year of occurrence,Provisional figure,2003,2890,26
Israel,2000,Total,September,Data tabulated by year of occurrence,Provisional figure,2003,2812,26
Israel,2000,Total,October,Data tabulated by year of occurrence,Provisional figure,2003,2903,26
Israel,2000,Total,November,Data tabulated by year of occurrence,Provisional figure,2003,3083,26
Israel,2000,Total,December,Data tabulated by year of occurrence,Provisional figure,2003,3379,26
Israel,1999,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2003,37291,26
Israel,1999,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2004,3910,26
Israel,1999,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2004,3563,26
Israel,1999,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2004,3598,26
Israel,1999,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2004,2990,26
Israel,1999,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2004,2803,26
Israel,1999,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2003,2649,26
Israel,1999,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2003,2675,26
Israel,1999,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2003,2928,26
Israel,1999,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2003,2820,26
Israel,1999,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2003,2798,26
Israel,1999,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2003,2867,26
Israel,1999,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2003,3690,26
Israel,1998,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2002,36955,26
Israel,1998,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2002,3850,26
Israel,1998,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2002,3340,26
Israel,1998,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2002,3388,26
Israel,1998,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2002,3024,26
Israel,1998,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2002,2870,26
Israel,1998,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2002,2685,26
Israel,1998,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2002,2816,26
Israel,1998,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2002,3075,26
Israel,1998,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2002,2827,26
Israel,1998,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2002,2938,26
